,Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Tm_y,2021-22,2022-23,2023-24,2024-25,2025-26,2026-27,Signed Using,Guaranteed
88,"Caldwell-Pope, Kentavious",SG,27,LAL,67,67,28.4,3.3,7.6,.431,1.8,4.4,.410,1.5,3.2,.460,.549,1.4,1.7,.866,0.4,2.3,2.7,1.9,0.9,0.4,1.0,1.7,9.7,WAS,13038862.0,14004703.0,0.0,0.0,0.0,0.0,Early Bird,17926980.0
89,"Campazzo, Facundo",PG,29,DEN,65,19,21.9,1.8,4.8,.381,1.2,3.3,.352,0.7,1.5,.444,.502,1.2,1.4,.879,0.3,1.7,2.1,3.6,1.2,0.2,1.1,2.0,6.1,DEN,3804150.0,0.0,0.0,0.0,0.0,0.0,Bi-Annual Exception,3804150.0
90,"Čančar, Vlatko",PF,23,DEN,41,1,6.9,0.8,1.8,.458,0.2,0.8,.273,0.6,1.0,.615,.521,0.2,0.3,.769,0.3,1.0,1.2,0.3,0.3,0.0,0.3,0.4,2.1,DEN,1782621.0,0.0,0.0,0.0,0.0,0.0,,0.0
91,"Capela, Clint",C,26,ATL,63,63,30.1,6.6,11.0,.594,0.0,0.0,,6.6,11.0,.594,.594,2.1,3.6,.573,4.7,9.6,14.3,0.8,0.7,2.0,1.2,2.3,15.2,ATL,17103448.0,18206897.0,20616000.0,22265280.0,0.0,0.0,Bird Rights,78191625.0
92,"Jr., Carey, Vernon",C,19,CHO,19,4,6.1,0.9,1.9,.500,0.1,0.4,.143,0.9,1.5,.586,.514,0.5,0.6,.818,0.3,1.1,1.4,0.1,0.1,0.3,0.3,0.7,2.4,CHO,1517981.0,1782621.0,1930681.0,0.0,0.0,0.0,Cap Space,3300602.0
93,"Carter, Jevon",PG,25,PHO,60,1,12.0,1.6,3.7,.422,0.9,2.5,.371,0.6,1.2,.528,.547,0.1,0.1,.571,0.3,1.3,1.5,1.2,0.5,0.2,0.3,0.9,4.1,BRK,3833333.0,4117284.0,0.0,0.0,0.0,0.0,Early Bird,7950617.0
94,"Jr., Carter, Wendell",C,21,TOT,54,44,25.5,4.3,8.5,.503,0.3,0.9,.294,4.0,7.5,.530,.520,2.4,3.3,.732,2.4,5.8,8.2,1.9,0.6,0.8,1.4,2.7,11.2,ORL,6920027.0,14150000.0,13050000.0,11950000.0,10850000.0,0.0,1st Round Pick,50000000.0
95,"Jr., Carter, Wendell",C,21,CHI,32,25,24.8,4.0,7.9,.512,0.3,0.7,.364,3.8,7.2,.526,.528,2.6,3.5,.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3.0,10.9,ORL,6920027.0,14150000.0,13050000.0,11950000.0,10850000.0,0.0,1st Round Pick,50000000.0
96,"Jr., Carter, Wendell",C,21,ORL,22,19,26.5,4.6,9.3,.493,0.3,1.3,.241,4.3,8.0,.534,.510,2.2,3.1,.721,2.8,6.0,8.8,1.6,0.8,0.8,1.3,2.3,11.7,ORL,6920027.0,14150000.0,13050000.0,11950000.0,10850000.0,0.0,1st Round Pick,50000000.0
97,"Carter-Williams, Michael",SG,29,ORL,31,25,25.8,3.4,8.7,.389,0.5,2.0,.246,2.9,6.7,.431,.417,1.6,2.6,.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,2.6,8.8,ORL,3000000.0,0.0,0.0,0.0,0.0,0.0,Early Bird,3000000.0
98,"Caruso, Alex",PG,26,LAL,58,6,21.0,2.3,5.3,.436,0.9,2.4,.401,1.3,2.9,.464,.526,0.8,1.3,.645,0.5,2.4,2.9,2.8,1.1,0.3,1.3,1.9,6.4,CHI,8604651.0,9034884.0,9465116.0,9895349.0,0.0,0.0,MLE,37000000.0
99,"Chriss, Marquese",PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5,DAL,958529.0,2193920.0,0.0,0.0,0.0,0.0,Minimum Salary,3486820.0
100,"Chriss, Marquese",PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5,DAL,958529.0,2193920.0,0.0,0.0,0.0,0.0,,3486820.0
101,"Chriss, Marquese",PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5,DAL,958529.0,2193920.0,0.0,0.0,0.0,0.0,,3486820.0
102,"Chriss, Marquese",PF,23,GSW,2,0,13.5,2.5,7.0,.357,0.5,2.5,.200,2.0,4.5,.444,.393,1.0,2.0,.500,1.5,5.0,6.5,1.0,0.0,1.0,1.0,1.5,6.5,DAL,958529.0,2193920.0,0.0,0.0,0.0,0.0,,3486820.0
103,"Clark, Gary",PF-SF,26,TOT,39,11,16.8,1.0,3.4,.303,0.8,2.8,.287,0.2,0.6,.375,.420,0.2,0.3,.800,0.8,2.1,2.9,0.8,0.3,0.2,0.4,0.9,3.1,NOP,377645.0,0.0,0.0,0.0,0.0,0.0,,377645.0
104,"Clark, Gary",SF,26,ORL,35,11,18.2,1.1,3.7,.305,0.9,3.1,.287,0.3,0.7,.391,.424,0.2,0.3,.800,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1.0,3.4,NOP,377645.0,0.0,0.0,0.0,0.0,0.0,,377645.0
105,"Clark, Gary",SF,26,DEN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,NOP,377645.0,0.0,0.0,0.0,0.0,0.0,,377645.0
106,"Clark, Gary",PF,26,PHI,2,0,6.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,NOP,377645.0,0.0,0.0,0.0,0.0,0.0,,377645.0
107,"Clarke, Brandon",PF,24,MEM,59,16,24.0,4.3,8.4,.517,0.3,1.3,.260,4.0,7.1,.565,.537,1.3,1.9,.690,1.6,3.9,5.6,1.6,1.0,0.9,0.6,1.4,10.3,MEM,2726880.0,4343920.0,0.0,0.0,0.0,0.0,1st Round Pick,7070800.0
108,"Clarkson, Jordan",SG,28,UTA,68,1,26.7,6.7,15.8,.425,3.1,8.8,.347,3.7,7.0,.523,.522,1.9,2.1,.896,0.7,3.3,4.0,2.5,0.9,0.1,1.7,1.6,18.4,UTA,12420000.0,13340000.0,14260000.0,0.0,0.0,0.0,Bird,25760000.0
109,"Claxton, Nic",C,21,BRK,32,1,18.6,2.8,4.5,.621,0.0,0.2,.200,2.8,4.4,.636,.624,1.0,2.0,.484,1.3,3.8,5.2,0.9,0.7,1.3,0.6,2.1,6.6,BRK,1782621.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1782621.0
110,"Collins, John",PF,23,ATL,63,63,29.3,6.8,12.2,.556,1.3,3.3,.399,5.5,8.9,.615,.610,2.7,3.2,.833,1.9,5.5,7.4,1.2,0.5,1.0,1.3,3.1,17.6,ATL,23000000.0,23500000.0,25340000.0,26580000.0,26580000.0,0.0,Bird,125000000.0
111,"Conley, Mike",PG,33,UTA,51,51,29.4,5.6,12.5,.444,2.7,6.6,.412,2.9,6.0,.479,.552,2.4,2.8,.852,0.7,2.8,3.5,6.0,1.4,0.2,1.9,1.9,16.2,UTA,21000000.0,22680000.0,24360000.0,0.0,0.0,0.0,Bird,58000000.0
112,"Connaughton, Pat",SG,28,MIL,69,4,22.8,2.4,5.6,.434,1.5,3.9,.371,1.0,1.7,.583,.565,0.4,0.6,.775,0.9,3.9,4.8,1.2,0.7,0.3,0.5,1.4,6.8,MIL,5333333.0,5728395.0,0.0,0.0,0.0,0.0,Early Bird,5333333.0
113,"Cousins, DeMarcus",C,30,TOT,41,11,17.4,3.2,7.4,.426,1.1,3.3,.348,2.0,4.1,.488,.503,1.4,2.0,.728,1.3,5.1,6.4,1.9,0.8,0.6,1.6,2.6,8.9,MIL,607285.0,0.0,0.0,0.0,0.0,0.0,,607285.0
114,"Cousins, DeMarcus",C,30,HOU,25,11,20.2,3.2,8.4,.376,1.6,4.6,.336,1.6,3.8,.426,.469,1.8,2.4,.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6,MIL,607285.0,0.0,0.0,0.0,0.0,0.0,,607285.0
115,"Cousins, DeMarcus",C,30,LAC,16,0,12.9,3.2,5.9,.537,0.5,1.2,.421,2.7,4.8,.566,.579,0.9,1.4,.682,1.4,3.1,4.5,1.0,0.8,0.4,1.6,2.1,7.8,MIL,607285.0,0.0,0.0,0.0,0.0,0.0,,607285.0
116,"Covington, Robert",PF,30,POR,70,70,32.0,2.9,7.3,.401,1.9,5.1,.379,1.0,2.2,.451,.533,0.7,0.9,.806,0.9,5.8,6.7,1.7,1.4,1.2,0.9,2.8,8.5,POR,12975471.0,0.0,0.0,0.0,0.0,0.0,Cap Space,12975471.0
117,"Craig, Torrey",SF,30,TOT,50,8,16.1,2.2,4.5,.480,0.8,2.1,.368,1.4,2.4,.579,.566,0.3,0.4,.773,1.1,2.8,3.9,1.0,0.6,0.5,0.5,1.7,5.5,IND,4878049.0,5121951.0,0.0,0.0,0.0,0.0,MLE,10000000.0
118,"Craig, Torrey",SF,30,MIL,18,0,11.2,1.0,2.6,.391,0.4,1.2,.364,0.6,1.3,.417,.478,0.1,0.1,.500,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5,IND,4878049.0,5121951.0,0.0,0.0,0.0,0.0,MLE,10000000.0
119,"Craig, Torrey",SF,30,PHO,32,8,18.8,2.8,5.7,.503,1.0,2.6,.369,1.9,3.0,.619,.588,0.5,0.6,.800,1.4,3.4,4.8,1.0,0.6,0.6,0.6,1.8,7.2,IND,4878049.0,5121951.0,0.0,0.0,0.0,0.0,MLE,10000000.0
120,"Crowder, Jae",PF,30,PHO,60,42,27.5,3.3,8.2,.404,2.5,6.3,.389,0.9,1.9,.455,.555,1.0,1.3,.760,0.5,4.2,4.7,2.1,0.8,0.5,0.9,2.1,10.1,PHO,9720900.0,10183800.0,0.0,0.0,0.0,0.0,MLE,19904700.0
121,"Culver, Jarrett",SG,21,MIN,34,7,14.7,2.0,4.9,.411,0.4,1.6,.245,1.6,3.4,.487,.449,0.9,1.4,.604,1.0,2.1,3.1,0.7,0.5,0.3,0.8,1.7,5.3,MEM,6395160.0,8109063.0,0.0,0.0,0.0,0.0,1st Round Pick,6395160.0
122,"Curry, Seth",SG,30,PHI,57,57,28.7,4.5,9.7,.467,2.2,4.9,.450,2.3,4.8,.485,.582,1.2,1.4,.896,0.2,2.2,2.4,2.7,0.8,0.1,1.1,1.7,12.5,PHI,8186047.0,8558140.0,0.0,0.0,0.0,0.0,MLE,16744187.0
123,"Curry, Stephen",PG,32,GSW,63,63,34.2,10.4,21.7,.482,5.3,12.7,.421,5.1,9.0,.569,.605,5.7,6.3,.916,0.5,5.0,5.5,5.8,1.2,0.1,3.4,1.9,32.0,GSW,45780966.0,48070014.0,51915615.0,55761216.0,59606817.0,0.0,Bird Rights,261134628.0
124,"Davis, Anthony",PF,27,LAL,36,36,32.3,8.4,17.0,.491,0.7,2.8,.260,7.6,14.3,.536,.512,4.4,5.9,.738,1.7,6.2,7.9,3.1,1.3,1.6,2.1,1.7,21.8,LAL,35361360.0,37980720.0,40600080.0,43219440.0,0.0,0.0,Bird,113942160.0
125,"Davis, Ed",C,31,MIN,23,7,13.0,0.8,1.9,.432,0.0,0.0,,0.8,1.9,.432,.432,0.4,0.5,.833,2.0,3.0,5.0,0.9,0.6,0.6,0.3,2.4,2.1,CLE,2641691.0,0.0,0.0,0.0,0.0,0.0,,0.0
126,"Davis, Terence",SG,23,TOT,61,4,17.6,3.2,7.5,.428,1.6,4.4,.367,1.6,3.1,.513,.535,0.7,0.9,.818,0.3,2.2,2.5,1.4,0.7,0.2,1.0,1.6,8.7,SAC,4000000.0,4000000.0,0.0,0.0,0.0,0.0,Early Bird,8000000.0
127,"Davis, Terence",SG,23,TOR,34,4,14.5,2.6,6.2,.414,1.3,3.6,.361,1.3,2.6,.489,.519,0.5,0.5,.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9,SAC,4000000.0,4000000.0,0.0,0.0,0.0,0.0,Early Bird,8000000.0
128,"Davis, Terence",SG,23,SAC,27,0,21.5,4.0,9.1,.439,2.0,5.4,.372,2.0,3.7,.535,.549,1.1,1.4,.784,0.4,2.9,3.3,1.7,1.0,0.3,1.3,1.8,11.1,SAC,4000000.0,4000000.0,0.0,0.0,0.0,0.0,Early Bird,8000000.0
129,"Deck, Gabriel",PF,25,OKC,10,0,21.2,3.2,6.7,.478,0.2,1.5,.133,3.0,5.2,.577,.493,1.8,2.2,.818,1.6,2.4,4.0,2.4,0.8,0.0,0.6,0.9,8.4,OKC,1690507.0,0.0,0.0,0.0,0.0,0.0,Cap Space,1690507.0
130,"Dedmon, Dewayne",C,31,MIA,16,0,13.1,2.9,4.1,.708,0.1,0.3,.200,2.8,3.8,.750,.715,1.3,1.7,.741,1.8,3.6,5.4,0.8,0.6,0.4,0.8,2.3,7.1,DET,5256308.0,2866667.0,2866667.0,2866667.0,0.0,0.0,,11466668.0
131,"Dedmon, Dewayne",C,31,MIA,16,0,13.1,2.9,4.1,.708,0.1,0.3,.200,2.8,3.8,.750,.715,1.3,1.7,.741,1.8,3.6,5.4,0.8,0.6,0.4,0.8,2.3,7.1,MIA,5256308.0,2866667.0,2866667.0,2866667.0,0.0,0.0,Minimum Salary,2389641.0
132,"DeRozan, DeMar",PF,31,SAS,61,61,33.7,7.5,15.1,.495,0.3,1.2,.257,7.1,13.9,.515,.505,6.3,7.2,.880,0.7,3.6,4.2,6.9,0.9,0.2,2.0,2.1,21.6,CHI,26000000.0,27300000.0,28600000.0,0.0,0.0,0.0,Sign and Trade,81900000.0
133,"Diallo, Hamidou",SG-SF,22,TOT,52,9,23.6,4.3,9.0,.477,0.5,1.6,.341,3.8,7.5,.505,.506,2.5,3.8,.640,1.1,4.1,5.2,1.9,0.8,0.5,1.5,2.6,11.6,DET,5200000.0,5200000.0,0.0,0.0,0.0,0.0,Bird,5200000.0
134,"Diallo, Hamidou",SG,22,OKC,32,5,23.8,4.5,9.3,.481,0.4,1.3,.293,4.1,8.0,.512,.502,2.6,4.1,.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9,DET,5200000.0,5200000.0,0.0,0.0,0.0,0.0,Bird,5200000.0
135,"Diallo, Hamidou",SF,22,DET,20,4,23.3,4.1,8.7,.468,0.8,2.1,.390,3.3,6.6,.492,.514,2.3,3.4,.662,1.1,4.3,5.4,1.2,0.5,0.6,1.4,2.6,11.2,DET,5200000.0,5200000.0,0.0,0.0,0.0,0.0,Bird,5200000.0
136,"Dieng, Gorgui",C,31,TOT,38,1,14.5,2.2,4.3,.521,0.8,1.8,.429,1.4,2.4,.591,.613,1.5,1.8,.866,1.1,2.6,3.7,1.3,0.7,0.4,0.8,1.5,6.8,ATL,4000000.0,0.0,0.0,0.0,0.0,0.0,MLE,4000000.0
137,"Dieng, Gorgui",C,31,MEM,22,1,16.9,2.5,4.9,.519,1.0,2.2,.479,1.5,2.7,.550,.625,1.7,2.0,.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9,ATL,4000000.0,0.0,0.0,0.0,0.0,0.0,MLE,4000000.0
138,"Dieng, Gorgui",C,31,SAS,16,0,11.3,1.8,3.4,.527,0.4,1.4,.318,1.4,2.1,.667,.591,1.3,1.5,.833,0.8,1.9,2.6,1.2,0.6,0.1,0.6,1.1,5.3,ATL,4000000.0,0.0,0.0,0.0,0.0,0.0,MLE,4000000.0
139,"Dinwiddie, Spencer",SG,27,BRK,3,3,21.3,2.0,5.3,.375,0.7,2.3,.286,1.3,3.0,.444,.438,2.0,2.0,1.000,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7,WAS,17142857.0,18000000.0,18857143.0,0.0,0.0,0.0,Sign and Trade,45142857.0
140,"DiVincenzo, Donte",SG,24,MIL,66,66,27.5,3.8,9.1,.420,2.0,5.2,.379,1.8,3.9,.475,.528,0.8,1.1,.718,1.2,4.5,5.8,3.1,1.1,0.2,1.4,1.7,10.4,MIL,4675830.0,0.0,0.0,0.0,0.0,0.0,1st Round Pick,4675830.0
141,"Dončić, Luka",PG,21,DAL,66,66,34.3,9.8,20.5,.479,2.9,8.3,.350,6.9,12.2,.567,.550,5.2,7.1,.730,0.8,7.2,8.0,8.6,1.0,0.5,4.3,2.3,27.7,DAL,10174391.0,35700000.0,38556000.0,41412000.0,44268000.0,47124000.0,1st Round Pick,217234391.0
142,"Dort, Luguentz",SG,21,OKC,52,52,29.7,4.8,12.3,.387,2.2,6.3,.343,2.6,6.0,.432,.475,2.3,3.2,.744,0.7,2.9,3.6,1.7,0.9,0.4,1.5,2.6,14.0,OKC,1782621.0,1930681.0,0.0,0.0,0.0,0.0,Minimum Salary,625000.0
143,"Doumbouya, Sekou",PF,20,DET,56,11,15.5,1.9,5.0,.379,0.5,2.1,.226,1.4,3.0,.485,.426,0.8,1.1,.703,0.7,1.9,2.6,0.8,0.4,0.2,0.8,1.7,5.1,HOU,0.0,0.0,0.0,0.0,0.0,0.0,,3613680.0
144,"Dozier, PJ",SG,24,DEN,50,6,21.8,3.0,7.1,.417,0.9,3.0,.315,2.0,4.1,.490,.483,0.8,1.3,.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7,BOS,1910860.0,0.0,0.0,0.0,0.0,0.0,MLE,1910860.0
145,"Dragić, Goran",PG,34,MIA,50,11,26.7,4.8,11.1,.432,1.8,4.9,.373,3.0,6.2,.479,.514,2.0,2.4,.828,0.5,2.9,3.4,4.4,0.7,0.2,2.4,2.3,13.4,TOR,19440000.0,0.0,0.0,0.0,0.0,0.0,Bird,19440000.0
146,"Drummond, Andre",C,27,TOT,46,46,27.0,6.1,12.4,.493,0.0,0.2,.000,6.1,12.3,.500,.493,2.7,4.5,.600,3.6,8.4,12.0,2.0,1.4,1.1,2.7,3.2,14.9,PHI,2401537.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2401537.0
147,"Drummond, Andre",C,27,CLE,25,25,28.9,7.2,15.2,.474,0.0,0.3,.000,7.2,14.9,.484,.474,3.1,5.2,.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5,PHI,2401537.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2401537.0
148,"Drummond, Andre",C,27,LAL,21,21,24.8,4.9,9.1,.531,0.0,0.0,,4.9,9.1,.531,.531,2.2,3.6,.605,3.1,7.1,10.2,1.4,1.1,1.0,2.0,3.8,11.9,PHI,2401537.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2401537.0
149,"Durant, Kevin",PF,32,BRK,35,32,33.1,9.3,17.2,.537,2.4,5.4,.450,6.8,11.8,.577,.608,6.0,6.8,.882,0.4,6.7,7.1,5.6,0.7,1.3,3.4,2.0,26.9,BRK,40918900.0,42969845.0,42969845.0,49856021.0,53282609.0,0.0,Sign and Trade,229997220.0
150,"Edwards, Anthony",SG,19,MIN,72,55,32.1,7.0,16.8,.417,2.4,7.2,.329,4.6,9.6,.483,.488,2.9,3.8,.776,0.8,3.8,4.7,2.9,1.1,0.5,2.2,1.8,19.3,MIN,10245480.0,10733400.0,13534817.0,0.0,0.0,0.0,1st Round Pick,20978880.0
151,"Elleby, CJ",SF,20,POR,30,0,6.4,0.8,2.2,.379,0.2,1.1,.206,0.6,1.1,.563,.432,0.4,0.5,.733,0.4,0.7,1.1,0.3,0.2,0.1,0.2,0.9,2.3,POR,1517981.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1517981.0
152,"Ellington, Wayne",SG,33,DET,46,31,22.0,3.2,7.3,.441,2.5,6.0,.422,0.7,1.4,.524,.612,0.6,0.8,.800,0.3,1.6,1.8,1.5,0.4,0.2,0.7,1.3,9.6,LAL,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
153,"Embiid, Joel",C,26,PHI,51,51,31.1,9.0,17.6,.513,1.1,3.0,.377,7.9,14.6,.541,.545,9.2,10.7,.859,2.2,8.4,10.6,2.8,1.0,1.4,3.1,2.4,28.5,PHI,31579390.0,33616770.0,43732500.0,47231100.0,50729700.0,54228300.0,1st Round Pick,206889460.0
154,"Eubanks, Drew",C,23,SAS,54,3,14.0,2.1,3.8,.566,0.0,0.0,1.000,2.1,3.8,.562,.571,1.4,2.0,.726,1.4,3.1,4.5,0.8,0.3,0.9,0.8,1.6,5.8,SAS,1762796.0,1910860.0,0.0,0.0,0.0,0.0,Minimum Salary,500000.0
155,"Favors, Derrick",C,29,UTA,68,0,15.3,2.3,3.6,.638,0.0,0.0,.000,2.3,3.5,.643,.638,0.9,1.2,.738,2.0,3.5,5.5,0.6,0.5,1.0,0.5,2.1,5.4,OKC,9720900.0,10183800.0,0.0,0.0,0.0,0.0,MLE,9720900.0
156,"Fernando, Bruno",C,22,ATL,33,0,6.8,0.5,1.3,.409,0.0,0.1,.000,0.5,1.3,.429,.409,0.5,0.7,.682,0.5,1.9,2.4,0.3,0.1,0.1,0.6,0.7,1.5,BOS,1782621.0,0.0,0.0,0.0,0.0,0.0,Cap space,1782621.0
157,"Finney-Smith, Dorian",PF,27,DAL,60,60,32.0,3.7,7.8,.472,2.0,5.0,.394,1.7,2.7,.616,.600,0.5,0.7,.756,1.6,3.8,5.4,1.7,0.9,0.4,0.8,2.3,9.8,DAL,4000000.0,0.0,0.0,0.0,0.0,0.0,Bird Rights,4000000.0
158,"Flynn, Malachi",PG,22,TOR,47,14,19.7,2.7,7.2,.374,1.1,3.6,.321,1.6,3.7,.424,.453,1.0,1.2,.804,0.2,2.3,2.5,2.9,0.8,0.1,0.9,1.4,7.5,TOR,2048040.0,2145720.0,3873025.0,0.0,0.0,0.0,1st Round Pick,4193760.0
159,"Fournier, Evan",SF-SG,28,TOT,42,36,30.0,5.9,12.9,.457,2.8,6.7,.413,3.1,6.1,.504,.565,2.6,3.3,.788,0.2,2.8,3.0,3.4,1.1,0.5,1.7,2.3,17.1,NYK,18139535.0,19046512.0,19953488.0,20860465.0,0.0,0.0,Sign and Trade,57139535.0
160,"Fournier, Evan",SF,28,ORL,26,26,30.3,6.5,14.2,.461,2.8,7.2,.388,3.7,7.0,.536,.560,3.8,4.7,.797,0.2,2.7,2.9,3.7,1.0,0.3,2.1,2.1,19.7,NYK,18139535.0,19046512.0,19953488.0,20860465.0,0.0,0.0,Sign and Trade,57139535.0
161,"Fournier, Evan",SG,28,BOS,16,10,29.5,4.8,10.8,.448,2.8,5.9,.463,2.1,4.8,.429,.576,0.6,0.9,.714,0.3,3.0,3.3,3.1,1.3,0.6,1.2,2.6,13.0,NYK,18139535.0,19046512.0,19953488.0,20860465.0,0.0,0.0,Sign and Trade,57139535.0
162,"Fox, De'Aaron",PG,23,SAC,58,58,35.1,9.1,19.1,.477,1.8,5.5,.322,7.3,13.6,.539,.523,5.2,7.2,.719,0.6,2.9,3.5,7.2,1.5,0.5,3.0,2.9,25.2,SAC,28103550.0,30351834.0,32600118.0,34848402.0,37096686.0,0.0,Bird,163000590.0
163,"Freedom, Enes",C,28,POR,72,35,24.4,4.7,7.8,.604,0.0,0.1,.250,4.7,7.7,.607,.605,1.8,2.3,.774,3.9,7.1,11.0,1.2,0.5,0.7,1.1,2.3,11.2,BOS,2641691.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2641691.0
164,"Fultz, Markelle",PG,22,ORL,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9,ORL,16500000.0,16500000.0,17000000.0,0.0,0.0,0.0,Bird,35000000.0
165,"Gafford, Daniel",PF-C,22,TOT,54,11,14.6,2.9,4.2,.684,0.0,0.0,,2.9,4.2,.684,.684,1.3,2.0,.667,1.7,2.5,4.3,0.5,0.5,1.4,0.8,1.8,7.0,WAS,1782621.0,1930681.0,12402000.0,13394160.0,14386320.0,0.0,Minimum Salary,43895782.0
166,"Gafford, Daniel",PF,22,CHI,31,11,12.4,1.9,2.8,.690,0.0,0.0,,1.9,2.8,.690,.690,0.9,1.3,.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7,WAS,1782621.0,1930681.0,12402000.0,13394160.0,14386320.0,0.0,Minimum Salary,43895782.0
167,"Gafford, Daniel",C,22,WAS,23,0,17.7,4.1,6.0,.681,0.0,0.0,,4.1,6.0,.681,.681,2.0,2.9,.672,2.2,3.4,5.6,0.5,0.7,1.8,0.8,1.9,10.1,WAS,1782621.0,1930681.0,12402000.0,13394160.0,14386320.0,0.0,Minimum Salary,43895782.0
168,"Gallinari, Danilo",PF,32,ATL,51,4,24.0,4.0,9.3,.434,2.0,5.0,.406,2.0,4.3,.466,.542,3.2,3.4,.925,0.3,3.8,4.1,1.5,0.6,0.2,0.8,2.1,13.3,ATL,20475000.0,21450000.0,0.0,0.0,0.0,0.0,Sign and Trade,25475000.0
169,"Garland, Darius",PG,21,CLE,54,50,33.1,6.7,14.9,.451,1.9,4.9,.395,4.8,9.9,.479,.517,2.1,2.4,.848,0.4,2.0,2.4,6.1,1.2,0.1,3.0,2.0,17.4,CLE,7040880.0,8920795.0,0.0,0.0,0.0,0.0,1st Round Pick,15961675.0
170,"Gay, Rudy",PF,34,SAS,63,1,21.6,4.2,10.0,.420,1.7,4.4,.381,2.5,5.6,.451,.505,1.3,1.6,.804,0.7,4.1,4.8,1.4,0.7,0.6,1.0,1.8,11.4,UTA,5890000.0,6184500.0,6479000.0,0.0,0.0,0.0,Mini MLE,12074500.0
171,"George, Paul",SF,30,LAC,54,54,33.7,8.2,17.6,.467,3.2,7.7,.411,5.1,9.9,.510,.557,3.7,4.2,.868,0.8,5.8,6.6,5.2,1.1,0.4,3.3,2.4,23.3,LAC,39344970.0,42492568.0,45640165.0,48787763.0,0.0,0.0,Bird,127477703.0
172,"Gibson, Taj",C,35,NYK,45,3,20.8,2.2,3.5,.627,0.1,0.3,.200,2.1,3.2,.671,.636,0.9,1.2,.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,2.2,5.4,NYK,4910000.0,5155500.0,0.0,0.0,0.0,0.0,Room Exception,4910000.0
173,"Gilgeous-Alexander, Shai",SG,22,OKC,35,35,33.7,8.2,16.1,.508,2.0,4.9,.418,6.2,11.3,.547,.571,5.3,6.5,.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7,OKC,5495532.0,29750000.0,32130000.0,34510000.0,36890000.0,39270000.0,1st Round Pick,178045532.0
174,"Gill, Anthony",PF,28,WAS,26,4,8.4,1.2,2.3,.500,0.3,0.9,.292,0.9,1.4,.639,.558,0.5,0.6,.813,0.6,1.3,2.0,0.4,0.4,0.2,0.3,1.0,3.1,WAS,1517981.0,0.0,0.0,0.0,0.0,0.0,,0.0
175,"Gobert, Rudy",C,28,UTA,71,71,30.8,5.5,8.2,.675,0.0,0.1,.000,5.5,8.1,.680,.675,3.3,5.3,.623,3.4,10.1,13.5,1.3,0.6,2.7,1.7,2.3,14.3,UTA,35344828.0,38172414.0,41000000.0,43827587.0,46655173.0,0.0,Bird,158344829.0
